ticket_id,client_id,category,priority,opened_at,resolved_at,resolution_h,satisfaction
TK000798,CLI01062,Outros,Baixa,2023-12-28 06:21:07,2024-01-01 02:21:07,92,3.0
TK000799,CLI02900,Problema no PIX,Baixa,2024-04-03 21:06:09,2024-04-13 06:06:09,225,2.0
TK000800,CLI02900,Problema no PIX,Baixa,2023-06-07 08:17:00,2023-06-14 14:17:00,174,5.0
TK000801,CLI02900,Problema no app,Média,2023-09-07 11:09:19,2023-09-12 21:09:19,130,4.0
TK000802,CLI01917,Solicitação de crédito,Baixa,2024-06-02 18:35:17,2024-06-12 17:35:17,239,
TK000803,CLI01917,Problema no app,Baixa,2023-01-04 00:00:49,2023-01-04 22:00:49,22,
TK000804,CLI01917,Outros,Média,2024-08-07 23:14:31,2024-08-17 17:14:31,234,5.0
TK000805,CLI02171,Bloqueio de conta,Alta,2023-06-17 19:45:34,2023-06-24 20:45:34,169,3.0
TK000806,CLI01749,Problema no app,Média,2024-09-17 01:37:23,2024-09-24 06:37:23,173,
TK000807,CLI01749,Solicitação de crédito,Alta,2024-03-20 04:28:26,,106,3.0
TK000808,CLI01749,Bloqueio de conta,Média,2023-04-16 05:32:03,2023-04-23 14:32:03,177,5.0
TK000809,CLI01749,Problema no app,Baixa,2023-08-03 21:32:52,2023-08-10 11:32:52,158,2.0
TK000810,CLI00717,Problema no PIX,Baixa,2023-10-09 10:04:48,2023-10-09 17:04:48,7,2.0
TK000811,CLI00717,Solicitação de crédito,Alta,2023-12-11 03:36:12,2023-12-13 00:36:12,45,2.0
TK000812,CLI00717,Outros,Média,2024-03-27 04:51:34,2024-03-31 06:51:34,98,5.0
TK000813,CLI00717,Cobrança indevida,Média,2024-05-02 18:56:56,2024-05-06 08:56:56,86,1.0
TK000814,CLI01658,Fraude,Média,2023-01-16 10:25:12,2023-01-23 17:25:12,175,3.0
TK000815,CLI01658,Dúvida geral,Média,2023-07-05 03:14:35,,118,3.0
TK000816,CLI00770,Bloqueio de conta,Baixa,2024-07-21 07:53:39,2024-07-29 12:53:39,197,2.0
TK000817,CLI00770,Outros,Média,2024-11-21 23:48:31,2024-11-25 08:48:31,81,1.0
TK000818,CLI00770,Outros,Baixa,2024-03-06 04:27:20,2024-03-08 23:27:20,67,2.0
TK000819,CLI00749,Dúvida geral,Média,2024-01-26 00:12:58,,85,3.0
TK000820,CLI00749,Cobrança indevida,Média,2024-09-24 10:00:32,2024-10-01 18:00:32,176,2.0
TK000821,CLI00749,Problema no PIX,Média,2024-02-07 18:52:23,2024-02-17 16:52:23,238,4.0
TK000822,CLI00749,Cobrança indevida,Baixa,2023-10-16 20:49:03,2023-10-23 13:49:03,161,2.0
TK000823,CLI02024,Problema no app,Alta,2024-03-19 11:12:42,2024-03-21 09:12:42,46,
TK000824,CLI02024,Dúvida geral,Baixa,2023-08-15 22:29:38,,130,
TK000825,CLI02024,Cobrança indevida,Baixa,2024-03-24 14:13:58,2024-03-28 12:13:58,94,5.0
TK000826,CLI02024,Solicitação de crédito,Média,2024-02-11 12:51:58,2024-02-14 18:51:58,78,
TK000827,CLI01651,Problema no PIX,Alta,2024-07-20 12:37:03,2024-07-27 05:37:03,161,5.0
TK000828,CLI01651,Fraude,Baixa,2023-10-12 18:57:33,2023-10-19 00:57:33,150,
TK000829,CLI01773,Fraude,Média,2024-09-09 00:40:00,2024-09-18 23:40:00,239,5.0
TK000830,CLI01773,Solicitação de crédito,Baixa,2024-09-05 16:13:39,2024-09-09 16:13:39,96,3.0
TK000831,CLI01773,Problema no PIX,Média,2024-12-26 14:23:37,2024-12-27 01:23:37,11,3.0
TK000832,CLI02366,Solicitação de crédito,Média,2023-07-13 18:37:58,2023-07-19 00:37:58,126,5.0
TK000833,CLI02366,Fraude,Baixa,2024-06-07 12:29:49,2024-06-07 23:29:49,11,
TK000834,CLI02366,Bloqueio de conta,Média,2024-07-25 19:10:05,2024-07-26 15:10:05,20,3.0
TK000835,CLI01590,Outros,Média,2024-06-09 06:57:29,2024-06-14 21:57:29,135,
TK000836,CLI01590,Fraude,Média,2023-04-11 16:16:40,2023-04-13 00:16:40,32,
TK000837,CLI01590,Outros,Baixa,2023-12-02 20:56:41,2023-12-08 04:56:41,128,5.0
TK000838,CLI01590,Cobrança indevida,Média,2024-12-21 07:00:12,2024-12-24 20:00:12,85,3.0
TK000839,CLI00088,Bloqueio de conta,Média,2023-06-12 16:01:46,2023-06-13 11:01:46,19,
TK000840,CLI02911,Dúvida geral,Baixa,2023-05-18 06:17:26,,46,4.0
TK000841,CLI02911,Problema no app,Baixa,2024-06-11 16:04:19,2024-06-15 20:04:19,100,3.0
TK000842,CLI01319,Dúvida geral,Alta,2023-07-22 19:59:51,2023-07-30 00:59:51,173,3.0
TK000843,CLI01319,Dúvida geral,Alta,2024-04-28 03:50:16,2024-05-01 09:50:16,78,4.0
TK000844,CLI01319,Dúvida geral,Alta,2023-10-07 13:58:05,2023-10-13 21:58:05,152,1.0
TK000845,CLI00528,Solicitação de crédito,Média,2024-07-31 05:56:08,2024-08-03 16:56:08,83,
TK000846,CLI01456,Cobrança indevida,Baixa,2023-03-24 21:38:31,2023-03-29 17:38:31,116,4.0
TK000847,CLI01456,Cobrança indevida,Baixa,2023-09-22 05:58:16,2023-09-27 00:58:16,115,3.0
TK000848,CLI01456,Dúvida geral,Baixa,2023-10-03 14:45:31,2023-10-10 04:45:31,158,
TK000849,CLI01456,Problema no app,Média,2023-10-05 06:34:30,2023-10-06 14:34:30,32,5.0
TK000850,CLI00633,Outros,Alta,2023-01-16 11:32:28,2023-01-24 06:32:28,187,2.0
TK000851,CLI02385,Bloqueio de conta,Alta,2023-05-19 14:28:55,2023-05-29 07:28:55,233,2.0
TK000852,CLI02861,Problema no PIX,Baixa,2024-07-12 10:47:09,,170,3.0
TK000853,CLI02861,Dúvida geral,Baixa,2023-09-18 21:31:44,2023-09-25 10:31:44,157,3.0
TK000854,CLI02861,Outros,Baixa,2024-03-30 18:10:42,2024-04-07 17:10:42,191,1.0
TK000855,CLI00946,Problema no app,Baixa,2024-12-29 09:08:31,2025-01-05 12:08:31,171,
TK000856,CLI00946,Problema no PIX,Baixa,2023-08-26 13:44:01,2023-08-28 02:44:01,37,5.0
TK000857,CLI00946,Outros,Média,2023-03-20 00:48:36,2023-03-22 14:48:36,62,1.0
TK000858,CLI00946,Problema no app,Baixa,2023-07-04 21:17:57,2023-07-12 04:17:57,175,3.0
TK000859,CLI02219,Problema no PIX,Média,2023-07-04 22:43:52,2023-07-14 08:43:52,226,
TK000860,CLI02219,Bloqueio de conta,Baixa,2023-01-27 07:36:51,,68,
TK000861,CLI02219,Cobrança indevida,Baixa,2024-10-27 05:44:10,,11,
TK000862,CLI02219,Solicitação de crédito,Baixa,2023-04-07 02:54:49,2023-04-11 05:54:49,99,2.0
TK000863,CLI00604,Outros,Crítica,2024-03-26 16:59:07,2024-03-28 05:59:07,37,3.0
TK000864,CLI02440,Dúvida geral,Baixa,2023-08-08 16:37:52,,208,1.0
TK000865,CLI02440,Fraude,Baixa,2024-11-10 23:58:42,2024-11-13 00:58:42,49,3.0
TK000866,CLI01960,Problema no PIX,Alta,2024-04-05 07:41:19,2024-04-13 16:41:19,201,5.0
TK000867,CLI01960,Dúvida geral,Baixa,2024-11-20 12:22:15,2024-11-26 08:22:15,140,2.0
TK000868,CLI01960,Outros,Crítica,2024-08-31 09:10:18,2024-09-05 20:10:18,131,
TK000869,CLI00665,Bloqueio de conta,Crítica,2023-07-19 19:08:35,2023-07-27 11:08:35,184,
TK000870,CLI00665,Problema no app,Baixa,2024-08-11 03:15:16,2024-08-11 15:15:16,12,4.0
TK000871,CLI00665,Problema no app,Alta,2023-01-27 11:35:18,2023-02-01 16:35:18,125,3.0
TK000872,CLI02644,Fraude,Média,2024-10-28 06:12:20,2024-11-04 10:12:20,172,4.0
TK000873,CLI02644,Cobrança indevida,Média,2024-02-16 12:05:33,,178,3.0
TK000874,CLI02644,Outros,Média,2023-10-19 08:41:01,2023-10-21 02:41:01,42,1.0
TK000875,CLI02644,Dúvida geral,Alta,2023-09-22 16:24:54,2023-09-24 04:24:54,36,4.0
TK000876,CLI02408,Dúvida geral,Média,2024-04-25 01:01:42,2024-05-03 00:01:42,191,4.0
TK000877,CLI02408,Solicitação de crédito,Alta,2024-11-26 09:10:00,,183,1.0
TK000878,CLI02408,Problema no app,Baixa,2024-11-29 03:43:44,2024-12-06 10:43:44,175,3.0
TK000879,CLI02408,Problema no app,Crítica,2023-02-22 20:34:09,2023-02-26 16:34:09,92,1.0
TK000880,CLI00524,Problema no PIX,Alta,2024-03-28 23:23:10,,27,1.0
TK000881,CLI00842,Bloqueio de conta,Crítica,2023-10-21 03:44:18,2023-10-22 03:44:18,24,
TK000882,CLI00842,Problema no app,Baixa,2023-11-24 06:57:41,2023-11-30 01:57:41,139,3.0
TK000883,CLI01950,Outros,Média,2023-09-02 04:59:23,2023-09-04 07:59:23,51,5.0
TK000884,CLI01391,Bloqueio de conta,Média,2023-08-15 15:37:01,2023-08-21 12:37:01,141,3.0
TK000885,CLI01391,Cobrança indevida,Média,2024-11-08 02:42:24,2024-11-17 13:42:24,227,5.0
TK000886,CLI01391,Problema no app,Alta,2024-05-17 21:22:03,2024-05-25 03:22:03,174,4.0
TK000887,CLI01391,Cobrança indevida,Baixa,2023-05-02 23:10:30,,135,5.0
TK000888,CLI01135,Problema no PIX,Média,2023-10-27 17:59:40,2023-11-01 02:59:40,105,4.0
TK000889,CLI01135,Problema no PIX,Média,2024-06-01 09:49:24,2024-06-06 09:49:24,120,1.0
TK000890,CLI01135,Bloqueio de conta,Média,2024-07-05 05:49:19,2024-07-08 03:49:19,70,
TK000891,CLI01135,Problema no app,Média,2024-11-25 11:00:44,2024-11-29 16:00:44,101,2.0
TK000892,CLI00401,Bloqueio de conta,Baixa,2024-09-02 20:15:07,2024-09-08 15:15:07,139,
TK000893,CLI00227,Dúvida geral,Baixa,2023-05-20 02:46:56,2023-05-20 18:46:56,16,1.0
TK000894,CLI01117,Dúvida geral,Baixa,2024-02-25 09:33:22,2024-03-03 12:33:22,171,4.0
TK000895,CLI01117,Problema no PIX,Alta,2024-02-16 01:59:12,2024-02-21 23:59:12,142,4.0
TK000896,CLI01117,Outros,Crítica,2024-01-19 07:45:00,2024-01-26 21:45:00,182,5.0
TK000897,CLI00799,Problema no app,Alta,2023-09-04 22:46:01,2023-09-09 04:46:01,102,2.0
TK000898,CLI01353,Problema no PIX,Média,2023-05-30 10:49:14,2023-06-08 03:49:14,209,1.0
TK000899,CLI00758,Bloqueio de conta,Alta,2024-11-06 01:02:24,2024-11-15 17:02:24,232,
TK000900,CLI00758,Dúvida geral,Alta,2024-07-30 08:46:07,2024-08-04 03:46:07,115,
TK000901,CLI00758,Fraude,Baixa,2023-03-24 17:46:48,,89,
TK000902,CLI00758,Solicitação de crédito,Baixa,2023-01-27 14:06:16,2023-02-02 21:06:16,151,2.0
TK000903,CLI02200,Outros,Baixa,2024-10-06 12:55:04,2024-10-09 20:55:04,80,
TK000904,CLI02497,Bloqueio de conta,Baixa,2024-10-16 09:10:40,,84,2.0
TK000905,CLI01287,Fraude,Baixa,2024-10-06 19:09:41,2024-10-15 17:09:41,214,5.0
TK000906,CLI02635,Problema no PIX,Baixa,2023-05-15 09:15:48,2023-05-18 02:15:48,65,1.0
TK000907,CLI02635,Bloqueio de conta,Média,2023-09-01 08:16:13,2023-09-07 05:16:13,141,2.0
TK000908,CLI02635,Problema no PIX,Baixa,2023-08-03 10:24:06,2023-08-12 04:24:06,210,
TK000909,CLI02722,Problema no PIX,Baixa,2023-11-11 16:40:40,2023-11-12 01:40:40,9,
TK000910,CLI02419,Outros,Alta,2023-02-12 20:14:26,2023-02-18 02:14:26,126,1.0
TK000911,CLI02419,Cobrança indevida,Alta,2023-01-28 09:15:52,2023-02-06 00:15:52,207,1.0
TK000912,CLI02419,Fraude,Baixa,2023-04-24 17:55:12,,224,
TK000913,CLI00768,Bloqueio de conta,Média,2024-09-24 06:53:56,2024-10-04 00:53:56,234,5.0
TK000914,CLI00428,Fraude,Baixa,2024-08-17 16:04:51,2024-08-22 08:04:51,112,2.0
TK000915,CLI00428,Cobrança indevida,Média,2024-11-14 13:15:30,2024-11-18 08:15:30,91,3.0
TK000916,CLI00428,Cobrança indevida,Baixa,2023-02-07 22:01:40,2023-02-16 12:01:40,206,
TK000917,CLI02916,Cobrança indevida,Média,2024-09-04 00:33:27,2024-09-06 02:33:27,50,5.0
TK000918,CLI01333,Problema no app,Média,2023-01-04 00:35:35,2023-01-06 22:35:35,70,
TK000919,CLI01333,Cobrança indevida,Média,2023-12-08 17:01:52,2023-12-13 20:01:52,123,1.0
TK000920,CLI01333,Problema no app,Baixa,2023-07-07 01:35:49,2023-07-11 03:35:49,98,1.0
TK000921,CLI01627,Cobrança indevida,Alta,2024-10-21 19:31:48,2024-10-26 05:31:48,106,5.0
TK000922,CLI01627,Cobrança indevida,Média,2023-12-26 10:17:37,2023-12-30 07:17:37,93,4.0
TK000923,CLI01627,Outros,Baixa,2024-08-20 18:03:41,2024-08-30 09:03:41,231,1.0
TK000924,CLI00027,Bloqueio de conta,Alta,2024-10-04 02:18:41,2024-10-13 04:18:41,218,4.0
TK000925,CLI00027,Fraude,Média,2024-01-14 19:39:03,2024-01-24 06:39:03,227,2.0
TK000926,CLI00718,Dúvida geral,Média,2024-10-31 04:09:07,2024-11-06 02:09:07,142,3.0
TK000927,CLI00718,Bloqueio de conta,Média,2024-03-09 15:18:14,2024-03-11 18:18:14,51,
TK000928,CLI00718,Fraude,Baixa,2023-07-13 05:35:45,2023-07-15 22:35:45,65,
TK000929,CLI00718,Problema no PIX,Média,2024-02-18 06:18:10,2024-02-21 23:18:10,89,3.0
TK000930,CLI00025,Fraude,Alta,2023-11-24 18:34:08,2023-11-26 15:34:08,45,
TK000931,CLI00025,Cobrança indevida,Baixa,2023-08-26 16:43:16,2023-09-04 20:43:16,220,
TK000932,CLI00025,Fraude,Baixa,2024-01-28 19:17:19,2024-02-03 02:17:19,127,
TK000933,CLI00025,Fraude,Baixa,2024-02-12 14:39:07,2024-02-14 20:39:07,54,1.0
TK000934,CLI02277,Bloqueio de conta,Média,2024-02-14 11:26:02,2024-02-23 06:26:02,211,3.0
TK000935,CLI02277,Outros,Baixa,2024-10-17 00:52:04,2024-10-24 14:52:04,182,4.0
TK000936,CLI02277,Solicitação de crédito,Baixa,2023-06-29 10:58:23,2023-07-04 07:58:23,117,
TK000937,CLI02133,Solicitação de crédito,Crítica,2024-03-03 16:05:43,2024-03-05 12:05:43,44,
TK000938,CLI02133,Cobrança indevida,Crítica,2023-05-08 16:46:31,2023-05-10 09:46:31,41,
TK000939,CLI02133,Fraude,Crítica,2024-05-13 10:43:35,,68,
TK000940,CLI02133,Dúvida geral,Crítica,2024-02-18 06:00:04,2024-02-27 11:00:04,221,1.0
TK000941,CLI01553,Cobrança indevida,Baixa,2024-03-04 03:50:34,2024-03-07 12:50:34,81,1.0
TK000942,CLI01553,Cobrança indevida,Baixa,2023-03-04 06:07:36,2023-03-12 18:07:36,204,2.0
TK000943,CLI01553,Bloqueio de conta,Baixa,2024-12-19 10:10:25,2024-12-21 03:10:25,41,
TK000944,CLI00001,Problema no PIX,Baixa,2024-12-02 00:31:57,2024-12-08 05:31:57,149,2.0
TK000945,CLI00001,Bloqueio de conta,Alta,2024-10-11 08:31:58,2024-10-16 23:31:58,135,3.0
TK000946,CLI00001,Cobrança indevida,Crítica,2024-02-25 08:45:19,2024-02-29 01:45:19,89,5.0
TK000947,CLI00001,Outros,Média,2024-02-24 10:11:45,2024-03-01 20:11:45,154,
TK000948,CLI01793,Cobrança indevida,Alta,2023-09-04 10:14:33,,217,1.0
TK000949,CLI01793,Problema no app,Média,2024-12-07 10:48:06,2024-12-13 16:48:06,150,2.0
TK000950,CLI01793,Outros,Baixa,2024-06-25 00:27:01,2024-06-25 16:27:01,16,4.0
TK000951,CLI01793,Cobrança indevida,Média,2023-03-01 04:07:01,2023-03-10 09:07:01,221,1.0
TK000952,CLI00864,Problema no PIX,Baixa,2024-10-06 10:00:10,2024-10-07 19:00:10,33,1.0
TK000953,CLI00864,Problema no app,Baixa,2024-01-02 11:01:24,2024-01-10 23:01:24,204,3.0
TK000954,CLI00864,Problema no app,Baixa,2024-02-23 12:50:52,2024-02-26 17:50:52,77,1.0
TK000955,CLI00864,Bloqueio de conta,Baixa,2024-07-22 08:31:22,2024-07-26 03:31:22,91,
TK000956,CLI00061,Fraude,Crítica,2024-07-26 04:11:38,2024-07-28 21:11:38,65,
TK000957,CLI00061,Problema no PIX,Média,2023-12-14 08:54:50,2023-12-23 02:54:50,210,1.0
TK000958,CLI01545,Fraude,Baixa,2024-04-22 17:20:38,2024-05-01 13:20:38,212,1.0
TK000959,CLI02714,Bloqueio de conta,Média,2024-12-16 21:59:49,2024-12-23 16:59:49,163,3.0
TK000960,CLI02714,Cobrança indevida,Alta,2024-03-14 02:10:31,2024-03-22 19:10:31,209,
TK000961,CLI02714,Problema no PIX,Média,2024-05-01 03:23:19,,129,4.0
TK000962,CLI01683,Problema no app,Média,2023-06-04 18:33:07,2023-06-10 17:33:07,143,3.0
TK000963,CLI01683,Bloqueio de conta,Média,2024-03-10 12:54:01,2024-03-15 18:54:01,126,1.0
TK000964,CLI01683,Dúvida geral,Crítica,2023-03-01 23:34:46,2023-03-04 02:34:46,51,2.0
TK000965,CLI01683,Outros,Baixa,2023-04-16 18:06:58,2023-04-17 05:06:58,11,5.0
TK000966,CLI01338,Outros,Baixa,2024-05-18 13:19:01,2024-05-24 23:19:01,154,4.0
TK000967,CLI01962,Cobrança indevida,Média,2023-06-06 22:28:26,,113,5.0
TK000968,CLI01454,Bloqueio de conta,Baixa,2023-08-28 06:17:18,2023-09-01 04:17:18,94,5.0
TK000969,CLI01454,Cobrança indevida,Média,2024-06-05 11:41:55,2024-06-14 17:41:55,222,2.0
TK000970,CLI01454,Bloqueio de conta,Crítica,2024-04-20 17:15:29,2024-04-22 15:15:29,46,4.0
TK000971,CLI01454,Dúvida geral,Média,2024-05-27 02:19:39,2024-05-29 09:19:39,55,5.0
TK000972,CLI02841,Problema no PIX,Baixa,2023-11-22 00:00:51,2023-11-26 13:00:51,109,1.0
TK000973,CLI02841,Fraude,Média,2023-07-01 11:45:38,,149,2.0
TK000974,CLI02841,Problema no PIX,Baixa,2024-09-29 15:38:56,2024-10-09 09:38:56,234,5.0
TK000975,CLI02841,Fraude,Média,2023-07-01 15:52:54,2023-07-07 14:52:54,143,5.0
TK000976,CLI02998,Problema no PIX,Baixa,2024-11-02 04:22:15,2024-11-04 05:22:15,49,3.0
TK000977,CLI02998,Problema no app,Média,2024-12-09 03:34:21,2024-12-17 08:34:21,197,
TK000978,CLI02998,Problema no PIX,Média,2024-07-24 01:31:57,,78,
TK000979,CLI01372,Solicitação de crédito,Média,2024-02-04 14:20:21,2024-02-12 10:20:21,188,4.0
TK000980,CLI01560,Outros,Crítica,2024-03-27 08:04:37,2024-04-02 15:04:37,151,4.0
TK000981,CLI01560,Solicitação de crédito,Baixa,2023-08-10 12:56:38,2023-08-20 04:56:38,232,3.0
TK000982,CLI01560,Bloqueio de conta,Média,2024-07-21 08:25:05,2024-07-24 23:25:05,87,
TK000983,CLI00667,Bloqueio de conta,Alta,2023-10-16 19:39:58,2023-10-18 19:39:58,48,5.0
TK000984,CLI00667,Problema no app,Alta,2024-12-12 18:39:22,2024-12-20 23:39:22,197,4.0
TK000985,CLI00705,Fraude,Alta,2024-08-25 01:42:40,2024-08-28 03:42:40,74,2.0
TK000986,CLI00705,Bloqueio de conta,Média,2024-03-10 10:24:42,2024-03-16 00:24:42,134,
TK000987,CLI00705,Dúvida geral,Baixa,2023-09-03 03:23:15,2023-09-08 14:23:15,131,1.0
TK000988,CLI01172,Problema no app,Baixa,2023-03-23 13:08:18,2023-03-31 20:08:18,199,
TK000989,CLI01172,Cobrança indevida,Baixa,2024-11-29 15:44:56,2024-12-08 22:44:56,223,1.0
TK000990,CLI01172,Cobrança indevida,Média,2023-11-21 17:13:00,2023-11-25 12:13:00,91,
TK000991,CLI00242,Dúvida geral,Baixa,2023-09-22 00:16:04,2023-09-22 11:16:04,11,
TK000992,CLI00242,Outros,Média,2023-01-06 17:29:47,2023-01-14 16:29:47,191,3.0
TK000993,CLI00242,Cobrança indevida,Baixa,2023-09-25 15:17:00,2023-10-01 03:17:00,132,5.0
TK000994,CLI00242,Solicitação de crédito,Média,2023-04-24 11:39:03,2023-04-27 15:39:03,76,
TK000995,CLI02160,Problema no PIX,Média,2024-03-12 02:53:20,2024-03-21 14:53:20,228,1.0
TK000996,CLI02160,Outros,Baixa,2024-05-24 00:29:29,2024-05-30 23:29:29,167,5.0
TK000997,CLI02160,Problema no app,Alta,2023-03-19 11:19:33,2023-03-27 17:19:33,198,4.0
TK000998,CLI02160,Solicitação de crédito,Baixa,2023-04-19 06:22:47,2023-04-27 18:22:47,204,4.0
TK000999,CLI01786,Fraude,Baixa,2023-09-30 22:41:57,2023-10-08 13:41:57,183,3.0
TK001000,CLI01786,Bloqueio de conta,Média,2023-11-30 23:29:24,2023-12-09 10:29:24,203,3.0
TK001001,CLI01786,Outros,Baixa,2024-10-30 15:37:24,2024-11-06 10:37:24,163,5.0
TK001002,CLI00132,Cobrança indevida,Média,2024-05-10 15:18:14,,168,4.0
TK001003,CLI01620,Problema no app,Alta,2023-05-19 00:31:32,2023-05-23 07:31:32,103,3.0
TK001004,CLI01620,Dúvida geral,Média,2024-01-01 00:14:23,2024-01-08 14:14:23,182,2.0
TK001005,CLI01620,Solicitação de crédito,Alta,2024-03-22 03:15:44,2024-03-25 19:15:44,88,
TK001006,CLI01620,Bloqueio de conta,Baixa,2024-01-17 18:28:13,2024-01-27 07:28:13,229,5.0
TK001007,CLI00841,Cobrança indevida,Alta,2023-07-23 09:13:01,2023-07-30 17:13:01,176,4.0
TK001008,CLI00841,Problema no PIX,Alta,2024-04-09 05:50:32,2024-04-12 00:50:32,67,
TK001009,CLI00841,Dúvida geral,Média,2024-05-10 00:03:54,2024-05-10 05:03:54,5,5.0
TK001010,CLI02507,Fraude,Média,2023-08-18 07:38:48,2023-08-27 06:38:48,215,5.0
TK001011,CLI02507,Problema no app,Baixa,2024-01-03 11:08:10,2024-01-04 23:08:10,36,
TK001012,CLI02507,Dúvida geral,Baixa,2024-07-21 00:46:07,2024-07-25 19:46:07,115,3.0
TK001013,CLI02507,Fraude,Média,2024-11-12 14:08:36,2024-11-14 22:08:36,56,
TK001014,CLI00195,Bloqueio de conta,Média,2023-09-19 13:45:44,2023-09-24 22:45:44,129,4.0
TK001015,CLI00195,Outros,Baixa,2024-08-28 04:15:56,2024-09-05 01:15:56,189,2.0
TK001016,CLI02064,Dúvida geral,Média,2023-08-25 00:16:50,,126,2.0
TK001017,CLI02064,Problema no app,Média,2024-03-06 08:48:55,2024-03-06 15:48:55,7,3.0
TK001018,CLI01752,Outros,Crítica,2023-12-12 08:35:54,2023-12-15 02:35:54,66,4.0
TK001019,CLI01752,Bloqueio de conta,Média,2024-03-06 16:47:34,2024-03-09 13:47:34,69,5.0
TK001020,CLI01752,Problema no app,Baixa,2024-01-19 23:19:31,2024-01-28 23:19:31,216,
TK001021,CLI01488,Fraude,Baixa,2024-08-10 16:57:42,2024-08-15 04:57:42,108,5.0
TK001022,CLI01488,Bloqueio de conta,Média,2023-02-24 10:21:17,2023-03-04 21:21:17,203,3.0
TK001023,CLI01488,Cobrança indevida,Média,2023-09-06 11:56:00,2023-09-15 06:56:00,211,2.0
TK001024,CLI01762,Bloqueio de conta,Baixa,2024-09-20 21:37:53,2024-09-24 19:37:53,94,1.0
TK001025,CLI01762,Fraude,Baixa,2023-08-16 05:10:16,2023-08-24 00:10:16,187,2.0
TK001026,CLI01762,Fraude,Baixa,2024-11-26 01:41:56,2024-11-26 05:41:56,4,2.0
TK001027,CLI00451,Dúvida geral,Baixa,2024-03-17 23:38:27,2024-03-18 03:38:27,4,5.0
TK001028,CLI00451,Problema no app,Baixa,2024-01-28 18:48:02,,198,3.0
TK001029,CLI00451,Bloqueio de conta,Baixa,2024-05-08 02:44:33,2024-05-17 10:44:33,224,1.0
TK001030,CLI00451,Bloqueio de conta,Baixa,2023-05-26 00:46:10,2023-05-29 11:46:10,83,
TK001031,CLI00171,Problema no app,Crítica,2024-07-11 11:40:40,2024-07-18 06:40:40,163,2.0
TK001032,CLI00171,Problema no app,Baixa,2023-08-18 12:48:07,2023-08-25 15:48:07,171,3.0
TK001033,CLI00171,Bloqueio de conta,Média,2023-05-02 10:32:16,2023-05-10 13:32:16,195,2.0
TK001034,CLI00171,Solicitação de crédito,Média,2023-09-13 12:42:52,2023-09-17 15:42:52,99,3.0
TK001035,CLI01966,Solicitação de crédito,Média,2023-03-09 09:07:31,2023-03-11 18:07:31,57,5.0
TK001036,CLI01966,Bloqueio de conta,Baixa,2023-06-07 18:21:05,2023-06-15 11:21:05,185,
TK001037,CLI01966,Problema no PIX,Média,2023-06-28 05:55:36,2023-07-05 18:55:36,181,1.0
TK001038,CLI01771,Problema no app,Baixa,2023-12-23 08:31:10,2023-12-28 20:31:10,132,3.0
TK001039,CLI01771,Cobrança indevida,Baixa,2024-03-24 19:23:12,2024-04-01 19:23:12,192,3.0
TK001040,CLI01771,Dúvida geral,Baixa,2023-05-08 22:18:21,2023-05-12 15:18:21,89,3.0
TK001041,CLI01771,Problema no app,Baixa,2024-06-07 08:34:41,2024-06-14 02:34:41,162,
TK001042,CLI02028,Problema no PIX,Crítica,2024-11-02 21:01:04,2024-11-04 22:01:04,49,3.0
TK001043,CLI02028,Dúvida geral,Baixa,2024-12-27 14:28:18,2024-12-31 04:28:18,86,4.0
TK001044,CLI02028,Cobrança indevida,Média,2023-11-11 03:49:17,2023-11-14 10:49:17,79,
TK001045,CLI02028,Fraude,Média,2024-09-17 04:16:11,2024-09-21 04:16:11,96,1.0
TK001046,CLI01685,Fraude,Baixa,2024-06-23 23:06:10,2024-06-29 02:06:10,123,1.0
TK001047,CLI01337,Problema no app,Média,2024-10-31 00:56:07,2024-11-05 19:56:07,139,5.0
TK001048,CLI01337,Outros,Baixa,2023-04-20 14:30:08,2023-04-22 15:30:08,49,5.0
TK001049,CLI00514,Outros,Média,2024-05-23 09:59:27,2024-05-29 00:59:27,135,3.0
TK001050,CLI00514,Problema no PIX,Média,2023-01-26 19:16:16,2023-02-05 15:16:16,236,5.0
TK001051,CLI00514,Problema no PIX,Média,2023-08-06 11:23:16,2023-08-13 03:23:16,160,1.0
TK001052,CLI00514,Dúvida geral,Média,2023-01-24 02:21:49,2023-01-24 08:21:49,6,
TK001053,CLI00220,Outros,Crítica,2023-11-17 12:16:37,2023-11-22 21:16:37,129,2.0
TK001054,CLI00220,Problema no app,Média,2023-10-17 04:18:20,2023-10-23 08:18:20,148,
TK001055,CLI00220,Problema no PIX,Média,2024-04-10 19:37:23,2024-04-16 13:37:23,138,2.0
TK001056,CLI00220,Outros,Baixa,2023-08-10 15:07:18,2023-08-17 01:07:18,154,4.0
TK001057,CLI02918,Solicitação de crédito,Média,2023-04-03 13:42:07,2023-04-07 03:42:07,86,2.0
TK001058,CLI02918,Dúvida geral,Alta,2024-04-28 20:15:27,2024-05-06 12:15:27,184,
TK001059,CLI01229,Problema no app,Baixa,2024-04-26 12:50:01,2024-04-27 16:50:01,28,3.0
TK001060,CLI01229,Solicitação de crédito,Média,2023-06-27 03:29:26,2023-06-30 09:29:26,78,5.0
TK001061,CLI02576,Problema no app,Alta,2023-01-24 01:50:36,2023-01-30 15:50:36,158,5.0
