account_id,client_id,type,balance_brl,opened_at,status
ACC003038,CLI02200,Corrente,414.76,2023-02-05 01:48:00,Ativa
ACC003039,CLI02201,Corrente,2758.51,2023-07-05 21:59:05,Encerrada
ACC003040,CLI02202,Corrente,834.67,2023-01-17 20:07:25,Ativa
ACC003041,CLI02203,Corrente,1058.13,2023-02-19 16:51:58,Ativa
ACC003042,CLI02204,Corrente,1639.12,2024-09-08 15:46:31,Ativa
ACC003043,CLI02204,Poupança,1113.06,2024-09-08 15:46:31,Ativa
ACC003044,CLI02204,Investimento,678.52,2024-09-08 15:46:31,Ativa
ACC003045,CLI02205,Corrente,4310.45,2023-10-20 16:53:24,Ativa
ACC003046,CLI02206,Corrente,1282.34,2024-06-27 03:53:22,Ativa
ACC003047,CLI02206,Poupança,322.47,2024-06-27 03:53:22,Ativa
ACC003048,CLI02206,Investimento,3502.64,2024-06-27 03:53:22,Ativa
ACC003049,CLI02207,Corrente,425.52,2024-05-18 09:30:30,Ativa
ACC003050,CLI02208,Corrente,453.09,2024-05-29 07:56:45,Ativa
ACC003051,CLI02209,Corrente,7563.79,2024-06-11 23:30:28,Encerrada
ACC003052,CLI02210,Corrente,430.26,2023-10-04 07:23:40,Ativa
ACC003053,CLI02211,Corrente,514.54,2023-08-11 04:40:31,Encerrada
ACC003054,CLI02212,Corrente,1199.51,2024-03-14 12:53:38,Encerrada
ACC003055,CLI02212,Poupança,2306.47,2024-03-14 12:53:38,Encerrada
ACC003056,CLI02213,Corrente,1293.61,2023-06-12 02:17:48,Ativa
ACC003057,CLI02214,Corrente,732.7,2024-11-16 08:50:31,Ativa
ACC003058,CLI02215,Corrente,10628.96,2023-11-29 09:56:39,Encerrada
ACC003059,CLI02216,Corrente,2675.45,2023-06-21 08:25:09,Ativa
ACC003060,CLI02216,Poupança,8425.27,2023-06-21 08:25:09,Ativa
ACC003061,CLI02217,Corrente,2841.15,2024-02-02 03:29:45,Ativa
ACC003062,CLI02218,Corrente,1335.97,2023-04-18 06:10:49,Encerrada
ACC003063,CLI02218,Poupança,3907.08,2023-04-18 06:10:49,Ativa
ACC003064,CLI02219,Corrente,726.63,2024-06-06 02:06:59,Ativa
ACC003065,CLI02220,Corrente,1256.37,2024-03-29 20:16:04,Ativa
ACC003066,CLI02220,Poupança,1517.56,2024-03-29 20:16:04,Ativa
ACC003067,CLI02221,Corrente,1082.98,2023-05-25 12:09:26,Ativa
ACC003068,CLI02222,Corrente,4842.0,2024-11-12 08:34:39,Ativa
ACC003069,CLI02223,Corrente,1976.39,2023-08-16 06:33:05,Ativa
ACC003070,CLI02224,Corrente,334.75,2023-11-03 13:52:52,Ativa
ACC003071,CLI02224,Poupança,2943.61,2023-11-03 13:52:52,Ativa
ACC003072,CLI02225,Corrente,10802.82,2023-03-29 15:11:13,Ativa
ACC003073,CLI02226,Corrente,11876.57,2024-08-23 14:08:30,Ativa
ACC003074,CLI02227,Corrente,1017.47,2024-07-16 04:16:04,Ativa
ACC003075,CLI02227,Poupança,957.18,2024-07-16 04:16:04,Ativa
ACC003076,CLI02228,Corrente,1115.09,2024-03-12 17:52:07,Ativa
ACC003077,CLI02229,Corrente,2457.6,2023-03-14 16:29:22,Ativa
ACC003078,CLI02230,Corrente,3827.98,2024-09-03 08:17:36,Ativa
ACC003079,CLI02231,Corrente,19021.5,2023-02-22 22:10:45,Ativa
ACC003080,CLI02232,Corrente,246.64,2023-05-29 07:14:01,Ativa
ACC003081,CLI02232,Poupança,231.68,2023-05-29 07:14:01,Ativa
ACC003082,CLI02233,Corrente,873.42,2023-06-03 01:55:50,Ativa
ACC003083,CLI02234,Corrente,486.74,2024-09-25 12:39:51,Ativa
ACC003084,CLI02234,Poupança,15911.98,2024-09-25 12:39:51,Ativa
ACC003085,CLI02235,Corrente,289.83,2024-03-09 23:56:22,Ativa
ACC003086,CLI02236,Corrente,15746.58,2024-02-06 20:16:20,Encerrada
ACC003087,CLI02237,Corrente,18213.69,2023-02-21 00:13:52,Ativa
ACC003088,CLI02238,Corrente,1248.99,2023-02-22 00:28:58,Ativa
ACC003089,CLI02239,Corrente,1740.07,2024-04-05 19:17:54,Ativa
ACC003090,CLI02240,Corrente,10081.87,2023-02-03 15:26:17,Ativa
ACC003091,CLI02241,Corrente,1260.95,2024-08-26 00:32:42,Ativa
ACC003092,CLI02242,Corrente,439.6,2024-05-17 19:27:35,Encerrada
ACC003093,CLI02243,Corrente,1968.52,2023-07-05 06:57:12,Ativa
ACC003094,CLI02244,Corrente,18339.09,2023-06-23 19:11:38,Ativa
ACC003095,CLI02245,Corrente,4383.15,2023-04-10 15:09:25,Ativa
ACC003096,CLI02246,Corrente,834.0,2023-02-07 07:42:57,Encerrada
ACC003097,CLI02247,Corrente,313.32,2024-06-21 06:57:35,Ativa
ACC003098,CLI02248,Corrente,2100.36,2024-07-05 07:11:46,Ativa
ACC003099,CLI02248,Poupança,1819.24,2024-07-05 07:11:46,Ativa
ACC003100,CLI02249,Corrente,727.26,2023-07-02 03:55:55,Ativa
ACC003101,CLI02249,Poupança,17230.2,2023-07-02 03:55:55,Ativa
ACC003102,CLI02250,Corrente,1799.44,2023-10-23 01:08:18,Ativa
ACC003103,CLI02251,Corrente,5101.24,2023-07-09 10:12:04,Ativa
ACC003104,CLI02252,Corrente,5510.78,2024-09-04 12:23:54,Ativa
ACC003105,CLI02253,Corrente,14961.17,2024-01-27 09:44:16,Encerrada
ACC003106,CLI02254,Corrente,423.56,2023-06-07 21:56:15,Ativa
ACC003107,CLI02255,Corrente,16313.32,2023-11-09 22:58:00,Ativa
ACC003108,CLI02255,Poupança,306.46,2023-11-09 22:58:00,Ativa
ACC003109,CLI02256,Corrente,477.32,2023-06-11 07:13:12,Ativa
ACC003110,CLI02256,Poupança,542.1,2023-06-11 07:13:12,Ativa
ACC003111,CLI02257,Corrente,582.47,2023-09-16 16:55:23,Ativa
ACC003112,CLI02257,Poupança,2665.49,2023-09-16 16:55:23,Ativa
ACC003113,CLI02258,Corrente,915.83,2023-10-31 19:03:38,Ativa
ACC003114,CLI02258,Poupança,21744.55,2023-10-31 19:03:38,Ativa
ACC003115,CLI02258,Investimento,17776.2,2023-10-31 19:03:38,Encerrada
ACC003116,CLI02259,Corrente,1794.08,2023-04-22 06:12:13,Ativa
ACC003117,CLI02260,Corrente,223.36,2024-08-15 08:24:02,Ativa
ACC003118,CLI02261,Corrente,5367.18,2023-02-21 05:42:16,Ativa
ACC003119,CLI02261,Poupança,682.99,2023-02-21 05:42:16,Ativa
ACC003120,CLI02262,Corrente,1656.57,2023-08-05 10:57:14,Ativa
ACC003121,CLI02263,Corrente,9425.82,2023-11-21 00:24:30,Ativa
ACC003122,CLI02263,Poupança,543.04,2023-11-21 00:24:30,Ativa
ACC003123,CLI02263,Investimento,22896.42,2023-11-21 00:24:30,Ativa
ACC003124,CLI02264,Corrente,6814.4,2023-11-30 06:48:19,Encerrada
ACC003125,CLI02265,Corrente,1066.84,2023-09-28 23:03:49,Ativa
ACC003126,CLI02266,Corrente,2298.42,2023-08-14 10:01:00,Ativa
ACC003127,CLI02266,Poupança,5703.82,2023-08-14 10:01:00,Ativa
ACC003128,CLI02267,Corrente,416.01,2023-10-04 11:54:56,Encerrada
ACC003129,CLI02267,Poupança,1112.94,2023-10-04 11:54:56,Encerrada
ACC003130,CLI02267,Investimento,1464.61,2023-10-04 11:54:56,Encerrada
ACC003131,CLI02268,Corrente,3417.11,2023-04-08 07:06:50,Ativa
ACC003132,CLI02269,Corrente,856.45,2023-11-04 23:31:27,Ativa
ACC003133,CLI02269,Poupança,6136.33,2023-11-04 23:31:27,Ativa
ACC003134,CLI02270,Corrente,884.36,2024-02-04 19:08:11,Ativa
ACC003135,CLI02271,Corrente,1747.2,2024-05-12 17:49:20,Ativa
ACC003136,CLI02272,Corrente,376.94,2023-03-24 11:11:54,Ativa
ACC003137,CLI02272,Poupança,6541.99,2023-03-24 11:11:54,Ativa
ACC003138,CLI02272,Investimento,8874.92,2023-03-24 11:11:54,Ativa
ACC003139,CLI02273,Corrente,4268.62,2023-01-20 08:52:09,Ativa
ACC003140,CLI02274,Corrente,2218.3,2023-03-26 22:37:35,Ativa
ACC003141,CLI02275,Corrente,1731.3,2023-09-30 13:36:06,Ativa
ACC003142,CLI02275,Poupança,277.36,2023-09-30 13:36:06,Ativa
ACC003143,CLI02275,Investimento,355.78,2023-09-30 13:36:06,Ativa
ACC003144,CLI02276,Corrente,4449.71,2023-10-08 10:39:52,Encerrada
ACC003145,CLI02276,Poupança,26601.81,2023-10-08 10:39:52,Encerrada
ACC003146,CLI02276,Investimento,681.91,2023-10-08 10:39:52,Encerrada
ACC003147,CLI02277,Corrente,3539.62,2023-12-26 15:58:50,Ativa
ACC003148,CLI02277,Poupança,2145.54,2023-12-26 15:58:50,Ativa
ACC003149,CLI02278,Corrente,6661.57,2023-02-19 13:27:52,Ativa
ACC003150,CLI02279,Corrente,4046.11,2023-05-21 17:01:55,Ativa
ACC003151,CLI02279,Poupança,345.0,2023-05-21 17:01:55,Ativa
ACC003152,CLI02280,Corrente,686.27,2023-01-11 14:16:10,Ativa
ACC003153,CLI02280,Poupança,9305.81,2023-01-11 14:16:10,Ativa
ACC003154,CLI02281,Corrente,1416.64,2024-03-22 00:11:39,Ativa
ACC003155,CLI02282,Corrente,7518.41,2024-04-09 03:21:14,Ativa
ACC003156,CLI02282,Poupança,1510.78,2024-04-09 03:21:14,Ativa
ACC003157,CLI02283,Corrente,566.12,2023-10-17 11:12:57,Ativa
ACC003158,CLI02284,Corrente,1256.5,2024-11-08 18:05:13,Ativa
ACC003159,CLI02285,Corrente,3842.39,2023-11-01 04:38:36,Ativa
ACC003160,CLI02285,Poupança,2465.33,2023-11-01 04:38:36,Ativa
ACC003161,CLI02285,Investimento,1801.69,2023-11-01 04:38:36,Ativa
ACC003162,CLI02286,Corrente,3205.26,2024-01-30 11:48:11,Ativa
ACC003163,CLI02287,Corrente,788.37,2024-06-20 08:01:02,Ativa
ACC003164,CLI02288,Corrente,880.05,2023-07-29 01:07:54,Ativa
ACC003165,CLI02288,Poupança,4328.71,2023-07-29 01:07:54,Ativa
ACC003166,CLI02289,Corrente,566.99,2023-12-30 01:43:25,Ativa
ACC003167,CLI02290,Corrente,12555.16,2023-02-19 06:31:33,Encerrada
ACC003168,CLI02291,Corrente,7904.94,2024-03-12 18:32:04,Ativa
ACC003169,CLI02292,Corrente,7466.59,2024-04-26 21:50:59,Ativa
ACC003170,CLI02292,Poupança,998.35,2024-04-26 21:50:59,Ativa
ACC003171,CLI02293,Corrente,569.64,2024-11-05 22:09:52,Ativa
ACC003172,CLI02294,Corrente,1995.07,2023-02-09 16:48:25,Ativa
ACC003173,CLI02295,Corrente,1509.57,2024-08-10 16:01:38,Ativa
ACC003174,CLI02295,Poupança,870.8,2024-08-10 16:01:38,Ativa
ACC003175,CLI02295,Investimento,441.03,2024-08-10 16:01:38,Ativa
ACC003176,CLI02296,Corrente,1720.17,2023-10-05 15:53:38,Ativa
ACC003177,CLI02296,Poupança,1113.34,2023-10-05 15:53:38,Ativa
ACC003178,CLI02296,Investimento,4129.93,2023-10-05 15:53:38,Ativa
ACC003179,CLI02297,Corrente,4016.34,2023-06-05 04:28:25,Ativa
ACC003180,CLI02297,Poupança,6774.76,2023-06-05 04:28:25,Ativa
ACC003181,CLI02298,Corrente,398.95,2023-07-19 20:56:37,Ativa
ACC003182,CLI02298,Poupança,2925.64,2023-07-19 20:56:37,Ativa
ACC003183,CLI02299,Corrente,755.24,2024-04-02 14:39:12,Ativa
ACC003184,CLI02300,Corrente,418.01,2024-04-09 06:10:32,Ativa
ACC003185,CLI02301,Corrente,1081.04,2024-09-29 14:28:47,Ativa
ACC003186,CLI02302,Corrente,6518.8,2024-02-17 02:57:49,Ativa
ACC003187,CLI02303,Corrente,1156.57,2023-10-12 11:43:34,Ativa
ACC003188,CLI02304,Corrente,11831.79,2023-10-16 05:32:02,Ativa
ACC003189,CLI02305,Corrente,3493.48,2024-05-03 08:01:06,Ativa
ACC003190,CLI02306,Corrente,1126.75,2023-03-07 16:14:45,Ativa
ACC003191,CLI02307,Corrente,7273.97,2024-03-30 00:44:16,Ativa
ACC003192,CLI02308,Corrente,3085.52,2024-10-15 21:16:32,Encerrada
ACC003193,CLI02309,Corrente,315.08,2023-07-11 05:13:56,Ativa
ACC003194,CLI02310,Corrente,1109.16,2024-03-14 18:07:38,Ativa
ACC003195,CLI02310,Poupança,1950.59,2024-03-14 18:07:38,Ativa
ACC003196,CLI02311,Corrente,721.53,2023-02-13 20:51:28,Ativa
ACC003197,CLI02312,Corrente,5796.11,2024-04-21 01:36:58,Ativa
ACC003198,CLI02313,Corrente,977.8,2023-02-06 16:26:51,Ativa
ACC003199,CLI02313,Poupança,723.31,2023-02-06 16:26:51,Ativa
ACC003200,CLI02314,Corrente,5588.96,2023-02-23 10:39:46,Ativa
ACC003201,CLI02315,Corrente,515.66,2024-05-31 13:04:20,Ativa
ACC003202,CLI02316,Corrente,546.72,2023-08-30 04:13:16,Ativa
ACC003203,CLI02317,Corrente,330.17,2024-06-16 03:57:35,Encerrada
ACC003204,CLI02318,Corrente,3632.4,2024-06-12 08:14:33,Ativa
ACC003205,CLI02319,Corrente,4113.06,2023-11-29 18:09:13,Encerrada
ACC003206,CLI02320,Corrente,887.92,2023-12-03 20:47:02,Ativa
ACC003207,CLI02320,Poupança,1128.44,2023-12-03 20:47:02,Ativa
ACC003208,CLI02321,Corrente,6827.59,2023-10-16 09:48:07,Ativa
ACC003209,CLI02322,Corrente,975.5,2023-04-21 02:44:55,Ativa
ACC003210,CLI02323,Corrente,6002.85,2023-12-13 12:47:13,Ativa
ACC003211,CLI02324,Corrente,21427.06,2023-04-15 10:44:23,Ativa
ACC003212,CLI02325,Corrente,501.87,2023-06-01 22:11:44,Ativa
ACC003213,CLI02325,Poupança,2566.87,2023-06-01 22:11:44,Ativa
ACC003214,CLI02326,Corrente,48949.23,2023-08-23 12:18:25,Ativa
ACC003215,CLI02327,Corrente,1958.45,2023-12-22 00:33:59,Ativa
ACC003216,CLI02327,Poupança,1947.2,2023-12-22 00:33:59,Ativa
ACC003217,CLI02328,Corrente,4657.34,2024-02-18 02:40:06,Ativa
ACC003218,CLI02329,Corrente,1899.41,2023-10-28 23:30:29,Ativa
ACC003219,CLI02330,Corrente,233.07,2023-06-20 19:02:02,Ativa
ACC003220,CLI02331,Corrente,7035.65,2024-05-15 02:13:00,Ativa
ACC003221,CLI02331,Poupança,163.44,2024-05-15 02:13:00,Ativa
ACC003222,CLI02332,Corrente,1096.47,2024-07-30 23:17:42,Encerrada
ACC003223,CLI02333,Corrente,2755.08,2023-05-30 13:56:34,Ativa
ACC003224,CLI02334,Corrente,7737.52,2024-10-11 17:41:54,Ativa
ACC003225,CLI02335,Corrente,786.48,2023-05-06 05:32:36,Ativa
ACC003226,CLI02335,Poupança,5193.26,2023-05-06 05:32:36,Ativa
ACC003227,CLI02335,Investimento,651.1,2023-05-06 05:32:36,Ativa
ACC003228,CLI02336,Corrente,417.1,2024-03-05 10:39:10,Ativa
ACC003229,CLI02336,Poupança,2513.46,2024-03-05 10:39:10,Ativa
ACC003230,CLI02337,Corrente,1451.7,2023-11-13 20:27:09,Ativa
ACC003231,CLI02338,Corrente,406.5,2023-08-25 23:15:28,Ativa
ACC003232,CLI02338,Poupança,3882.92,2023-08-25 23:15:28,Ativa
ACC003233,CLI02339,Corrente,3157.02,2024-11-19 23:59:12,Ativa
ACC003234,CLI02339,Poupança,1174.14,2024-11-19 23:59:12,Ativa
ACC003235,CLI02339,Investimento,1274.62,2024-11-19 23:59:12,Ativa
ACC003236,CLI02340,Corrente,3179.47,2023-09-28 08:17:25,Ativa
ACC003237,CLI02341,Corrente,7543.44,2024-10-30 17:52:59,Ativa
ACC003238,CLI02342,Corrente,1287.75,2024-08-05 08:04:29,Ativa
ACC003239,CLI02343,Corrente,3966.45,2023-04-07 01:14:00,Ativa
ACC003240,CLI02343,Poupança,3562.58,2023-04-07 01:14:00,Ativa
ACC003241,CLI02343,Investimento,5193.53,2023-04-07 01:14:00,Ativa
ACC003242,CLI02344,Corrente,1895.37,2023-02-24 04:02:41,Ativa
ACC003243,CLI02345,Corrente,604.99,2023-05-22 12:24:04,Ativa
ACC003244,CLI02346,Corrente,1037.95,2023-06-11 11:42:29,Ativa
ACC003245,CLI02346,Poupança,7228.88,2023-06-11 11:42:29,Ativa
ACC003246,CLI02347,Corrente,2108.66,2024-11-25 23:27:58,Ativa
ACC003247,CLI02348,Corrente,5822.77,2024-09-04 06:13:48,Ativa
ACC003248,CLI02348,Poupança,379.51,2024-09-04 06:13:48,Ativa
ACC003249,CLI02349,Corrente,2062.56,2024-08-26 01:08:29,Ativa
ACC003250,CLI02350,Corrente,1040.32,2023-11-30 01:16:06,Ativa
ACC003251,CLI02351,Corrente,407.66,2024-07-24 20:55:56,Ativa
ACC003252,CLI02352,Corrente,909.62,2023-08-28 15:37:25,Encerrada
ACC003253,CLI02352,Poupança,995.49,2023-08-28 15:37:25,Encerrada
ACC003254,CLI02353,Corrente,5579.54,2024-06-02 23:16:43,Encerrada
ACC003255,CLI02354,Corrente,1515.57,2024-07-25 13:01:33,Ativa
ACC003256,CLI02355,Corrente,3175.34,2023-10-01 01:25:23,Ativa
ACC003257,CLI02356,Corrente,754.51,2023-03-14 11:57:34,Ativa
ACC003258,CLI02357,Corrente,2889.58,2024-04-23 20:26:49,Ativa
ACC003259,CLI02358,Corrente,1847.2,2023-11-25 21:14:33,Encerrada
ACC003260,CLI02359,Corrente,35255.49,2023-02-20 19:36:37,Ativa
ACC003261,CLI02360,Corrente,1338.32,2023-10-22 00:37:19,Ativa
ACC003262,CLI02361,Corrente,2888.29,2023-07-04 23:03:52,Ativa
ACC003263,CLI02362,Corrente,825.04,2024-09-19 21:09:50,Ativa
ACC003264,CLI02363,Corrente,1158.48,2023-01-17 04:10:45,Ativa
ACC003265,CLI02363,Poupança,3427.97,2023-01-17 04:10:45,Ativa
ACC003266,CLI02364,Corrente,10248.24,2024-11-13 20:19:08,Ativa
ACC003267,CLI02365,Corrente,368.9,2023-03-16 15:55:15,Ativa
ACC003268,CLI02366,Corrente,3346.86,2024-08-14 21:07:18,Ativa
ACC003269,CLI02367,Corrente,7815.93,2024-04-19 04:55:44,Ativa
ACC003270,CLI02368,Corrente,4161.56,2023-01-13 17:44:20,Ativa
ACC003271,CLI02369,Corrente,7208.7,2023-03-04 18:06:05,Ativa
ACC003272,CLI02369,Poupança,941.78,2023-03-04 18:06:05,Ativa
ACC003273,CLI02370,Corrente,7975.47,2024-07-19 08:57:28,Encerrada
ACC003274,CLI02371,Corrente,757.97,2024-11-19 19:29:36,Ativa
ACC003275,CLI02372,Corrente,3195.58,2023-08-05 02:44:52,Ativa
ACC003276,CLI02373,Corrente,1923.81,2024-10-02 15:50:02,Ativa
ACC003277,CLI02374,Corrente,777.9,2024-09-14 13:44:17,Ativa
ACC003278,CLI02375,Corrente,1614.7,2024-11-10 06:41:19,Ativa
ACC003279,CLI02376,Corrente,169.66,2024-06-05 07:34:30,Encerrada
ACC003280,CLI02377,Corrente,7421.53,2024-04-11 20:59:02,Ativa
ACC003281,CLI02378,Corrente,208.76,2024-08-12 12:32:14,Encerrada
ACC003282,CLI02378,Poupança,2441.9,2024-08-12 12:32:14,Encerrada
ACC003283,CLI02379,Corrente,4109.94,2023-08-07 11:02:46,Ativa
ACC003284,CLI02380,Corrente,2196.11,2023-04-27 22:15:15,Ativa
ACC003285,CLI02380,Poupança,1552.2,2023-04-27 22:15:15,Ativa
ACC003286,CLI02381,Corrente,7140.84,2024-11-03 22:37:25,Ativa
ACC003287,CLI02382,Corrente,1277.16,2023-02-01 22:54:28,Ativa
ACC003288,CLI02383,Corrente,7910.71,2024-05-19 22:03:25,Ativa
ACC003289,CLI02384,Corrente,501.03,2024-11-06 03:18:11,Ativa
ACC003290,CLI02385,Corrente,433.66,2023-04-27 17:45:04,Ativa
ACC003291,CLI02386,Corrente,1531.8,2023-03-10 13:24:50,Ativa
ACC003292,CLI02387,Corrente,1815.16,2023-08-04 17:52:53,Encerrada
ACC003293,CLI02387,Poupança,1418.52,2023-08-04 17:52:53,Ativa
ACC003294,CLI02388,Corrente,587.3,2024-09-13 18:13:08,Ativa
ACC003295,CLI02389,Corrente,177.04,2024-05-05 08:14:39,Ativa
ACC003296,CLI02389,Poupança,223.19,2024-05-05 08:14:39,Ativa
ACC003297,CLI02390,Corrente,22113.66,2024-09-24 23:26:51,Ativa
ACC003298,CLI02390,Poupança,10308.16,2024-09-24 23:26:51,Ativa
ACC003299,CLI02391,Corrente,1071.48,2024-10-09 10:27:44,Ativa
ACC003300,CLI02392,Corrente,4782.47,2023-08-31 07:20:11,Ativa
ACC003301,CLI02393,Corrente,2471.31,2024-07-23 09:33:28,Ativa
ACC003302,CLI02394,Corrente,8304.95,2024-04-11 08:14:47,Ativa
ACC003303,CLI02395,Corrente,499.96,2023-05-25 10:05:41,Ativa
ACC003304,CLI02396,Corrente,517.2,2023-05-01 19:57:41,Ativa
ACC003305,CLI02396,Poupança,8806.48,2023-05-01 19:57:41,Ativa
ACC003306,CLI02397,Corrente,301.3,2023-12-17 08:30:09,Ativa
ACC003307,CLI02397,Poupança,1966.01,2023-12-17 08:30:09,Ativa
ACC003308,CLI02397,Investimento,1713.61,2023-12-17 08:30:09,Ativa
ACC003309,CLI02398,Corrente,4633.71,2023-08-23 21:59:38,Encerrada
ACC003310,CLI02399,Corrente,2138.49,2023-06-25 06:36:47,Ativa
ACC003311,CLI02400,Corrente,4035.52,2023-06-08 02:33:16,Encerrada
ACC003312,CLI02401,Corrente,1091.03,2023-03-02 23:59:41,Encerrada
ACC003313,CLI02402,Corrente,1404.74,2024-04-28 14:26:13,Ativa
ACC003314,CLI02402,Poupança,566.4,2024-04-28 14:26:13,Ativa
ACC003315,CLI02403,Corrente,2888.76,2024-10-14 01:28:26,Ativa
ACC003316,CLI02404,Corrente,6569.18,2024-08-15 00:31:25,Ativa
ACC003317,CLI02405,Corrente,3203.17,2024-09-26 03:21:46,Ativa
ACC003318,CLI02406,Corrente,1488.93,2023-03-20 22:03:06,Ativa
ACC003319,CLI02407,Corrente,235.26,2023-03-07 03:01:47,Ativa
ACC003320,CLI02407,Poupança,206.7,2023-03-07 03:01:47,Ativa
ACC003321,CLI02408,Corrente,2149.39,2023-08-27 16:42:28,Ativa
ACC003322,CLI02408,Poupança,4664.23,2023-08-27 16:42:28,Encerrada
ACC003323,CLI02409,Corrente,4367.4,2024-08-19 13:33:44,Ativa
ACC003324,CLI02410,Corrente,607.89,2023-03-18 08:04:54,Ativa
ACC003325,CLI02410,Poupança,1876.23,2023-03-18 08:04:54,Ativa
ACC003326,CLI02411,Corrente,35323.9,2024-07-23 21:57:10,Ativa
ACC003327,CLI02411,Poupança,407.04,2024-07-23 21:57:10,Ativa
ACC003328,CLI02412,Corrente,3408.15,2023-05-05 07:18:41,Ativa
ACC003329,CLI02413,Corrente,1227.47,2024-01-23 18:09:37,Ativa
ACC003330,CLI02414,Corrente,4222.89,2023-07-30 11:37:15,Ativa
ACC003331,CLI02415,Corrente,8272.8,2023-04-14 01:08:00,Ativa
ACC003332,CLI02416,Corrente,1137.42,2024-01-19 04:37:54,Encerrada
ACC003333,CLI02416,Poupança,4587.35,2024-01-19 04:37:54,Encerrada
ACC003334,CLI02417,Corrente,2007.34,2024-07-11 01:55:12,Encerrada
ACC003335,CLI02418,Corrente,666.45,2024-09-06 14:48:22,Ativa
ACC003336,CLI02418,Poupança,98.66,2024-09-06 14:48:22,Ativa
ACC003337,CLI02419,Corrente,2726.79,2023-02-02 08:33:44,Ativa
ACC003338,CLI02420,Corrente,6627.7,2023-03-14 19:58:07,Ativa
ACC003339,CLI02421,Corrente,282.36,2023-12-10 22:20:37,Ativa
ACC003340,CLI02422,Corrente,4911.32,2023-04-10 09:39:47,Ativa
ACC003341,CLI02422,Poupança,1206.49,2023-04-10 09:39:47,Ativa
ACC003342,CLI02423,Corrente,2708.67,2023-08-04 05:24:37,Ativa
ACC003343,CLI02424,Corrente,600.15,2024-07-14 00:59:30,Ativa
ACC003344,CLI02425,Corrente,557.43,2024-07-06 11:33:14,Encerrada
ACC003345,CLI02426,Corrente,4073.29,2024-11-16 14:48:47,Ativa
ACC003346,CLI02426,Poupança,494.07,2024-11-16 14:48:47,Ativa
ACC003347,CLI02427,Corrente,4857.38,2024-09-19 11:00:45,Ativa
ACC003348,CLI02427,Poupança,1845.79,2024-09-19 11:00:45,Ativa
ACC003349,CLI02427,Investimento,8958.57,2024-09-19 11:00:45,Ativa
ACC003350,CLI02428,Corrente,7113.47,2023-10-13 11:48:51,Ativa
ACC003351,CLI02429,Corrente,10118.07,2023-07-10 15:52:48,Encerrada
ACC003352,CLI02430,Corrente,10435.64,2024-01-26 05:04:33,Ativa
ACC003353,CLI02431,Corrente,126.37,2024-03-22 11:49:17,Ativa
ACC003354,CLI02432,Corrente,5021.48,2023-05-04 05:16:38,Ativa
ACC003355,CLI02433,Corrente,6746.38,2024-11-20 04:53:30,Ativa
ACC003356,CLI02433,Poupança,73.25,2024-11-20 04:53:30,Ativa
ACC003357,CLI02434,Corrente,1203.45,2024-04-21 05:32:40,Ativa
ACC003358,CLI02435,Corrente,616.15,2023-11-28 11:31:50,Ativa
ACC003359,CLI02436,Corrente,1199.74,2023-05-29 21:00:40,Ativa
ACC003360,CLI02437,Corrente,945.85,2024-09-07 01:43:07,Encerrada
ACC003361,CLI02438,Corrente,1240.8,2024-06-23 04:02:24,Ativa
ACC003362,CLI02439,Corrente,552.84,2024-10-25 13:54:26,Ativa
ACC003363,CLI02440,Corrente,1426.29,2023-07-31 16:59:29,Ativa
ACC003364,CLI02441,Corrente,1334.22,2024-08-03 18:51:27,Ativa
ACC003365,CLI02442,Corrente,1629.59,2023-03-25 04:13:08,Ativa
ACC003366,CLI02442,Poupança,851.01,2023-03-25 04:13:08,Ativa
ACC003367,CLI02443,Corrente,2793.79,2024-11-14 02:40:31,Ativa
ACC003368,CLI02444,Corrente,8536.55,2023-05-04 06:39:34,Encerrada
ACC003369,CLI02445,Corrente,902.2,2024-03-11 21:07:42,Ativa
ACC003370,CLI02446,Corrente,476.59,2024-01-11 08:53:21,Ativa
ACC003371,CLI02447,Corrente,1697.54,2023-03-19 21:55:07,Ativa
ACC003372,CLI02447,Poupança,7215.55,2023-03-19 21:55:07,Ativa
ACC003373,CLI02448,Corrente,1004.02,2023-12-12 14:18:24,Ativa
ACC003374,CLI02449,Corrente,5376.05,2024-09-08 13:20:46,Ativa
ACC003375,CLI02450,Corrente,7708.88,2023-05-16 17:02:30,Ativa
ACC003376,CLI02451,Corrente,714.2,2023-10-07 13:48:19,Ativa
ACC003377,CLI02452,Corrente,803.31,2024-08-18 08:35:27,Ativa
ACC003378,CLI02453,Corrente,4252.21,2023-12-30 17:42:54,Ativa
ACC003379,CLI02454,Corrente,2169.42,2024-11-11 01:10:40,Ativa
ACC003380,CLI02455,Corrente,793.72,2023-01-14 17:04:29,Ativa
ACC003381,CLI02455,Poupança,1184.86,2023-01-14 17:04:29,Ativa
ACC003382,CLI02456,Corrente,1661.33,2023-11-09 14:14:53,Encerrada
ACC003383,CLI02457,Corrente,935.2,2023-01-15 04:04:19,Encerrada
ACC003384,CLI02458,Corrente,228.69,2023-09-29 07:24:50,Ativa
ACC003385,CLI02459,Corrente,1756.99,2023-01-20 17:27:30,Ativa
ACC003386,CLI02459,Poupança,742.57,2023-01-20 17:27:30,Ativa
ACC003387,CLI02460,Corrente,13719.68,2023-12-07 11:03:10,Encerrada
ACC003388,CLI02461,Corrente,895.58,2024-02-15 21:18:48,Ativa
